"","latinSquare","faceGender","faceStyle","skinDetails","skinColor","hairColor","eyeColor","eyeShape","eyeOpening","eyeSize","eyeHeight","eyeDistance","eyeDepth","eyeRotation","eyebrowsColor","eyebrowsShape","eyebrowsLine","noseShape","noseLength","noseWidth","noseBridge","noseCartilage","foreheadHeight","cheeksBone","jawShape","jawChin","jawLength","throatSize","earSize","mouthVolume","lipRatio","mouthOverlap","mouthWidth","mouthHeight","mouthDepth","eyeShadow","lipStick","rouge"
"51","AlexaF",0.373626373626374,0,0.395604395604396,0.686813186813187,0.521978021978022,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.450549450549451,0.5,0.335164835164835,0.5,0.5,0.346153846153846,0.5,0.5,0.807692307692308,0.5,0.5,0.5,0.5,0.5,0.5,0.450549450549451,0.675824175824176,0.5,0.467032967032967,0.5,0.5,0.274725274725275,0.225274725274725,0.340659340659341
"52","GoogleF",0.197802197802198,0,0.153846153846154,0.708791208791209,0.912087912087912,0.56043956043956,0.346153846153846,0.5,0.5,0.5,0.5,0.5,0.5,0.56043956043956,0.5,0.5,0.5,0.5,0.5,0.263736263736264,0.769230769230769,0.384615384615385,0.686813186813187,0.340659340659341,0.43956043956044,0.401098901098901,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.164835164835165,0.401098901098901
"53","CortanaF",0.5,0,0.67032967032967,0.505494505494505,0.291208791208791,0.166666666666667,0.5,0.725274725274725,0.5,0.615384615384615,0.5,0.395604395604396,0.351648351648352,0.423076923076923,0.5,0.5,0.5,0.5,0.653846153846154,0.5,0.43956043956044,0.39010989010989,0.362637362637363,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.379120879120879
"54","RobotM",0.5,0,0.368131868131868,0.5,1,0.598901140820849,0.697802239721948,0.401098943018651,0.324175866095574,0.461538503458212,0.532967074886783,0.598901140820849,0.450549492469201,0.697802239721948,0.5,0.318681360601069,0.291208791208791,0.445054945054945,0.417582417582418,0.241758241758242,0.675824175824176,0.505494505494505,0.543956002036294,0.0714286133483216,0.258241758241758,0.0824176243373326,0.181318681318681,0.39010989010989,0.637362637362637,0.472527472527472,0.5,0.708791208791209,0.423076923076923,0.373626373626374,0.489010989010989,0.258241758241758,0.60989010989011
"55","CortanaF",0.197802197802198,0.137362637362637,0.434065934065934,0.934065934065934,0.0384615384615385,0.659340659340659,0.582417582417582,0.516483516483517,0.598901098901099,0.5,0.527472527472527,0.543956043956044,0.456043956043956,0.472527472527472,0.368131868131868,0.648351648351648,0.395604395604396,0.456043956043956,0.5,0.384615384615385,0.423076923076923,0.648351648351648,0.478021978021978,0.274725274725275,0.549450549450549,0.417582417582418,0.230769230769231,0.565934065934066,0.697802197802198,0.598901098901099,0.576923076923077,0.478021978021978,0.5,0.516483516483517,0.565934065934066,0.302197802197802,0.175824175824176
"56","RobotM",1,0,0.741758241758242,0.302197802197802,0,0.181318681318681,0.395604395604396,0.681318681318681,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.285714285714286,0.582417582417582,0.615384615384615,0.236263736263736,0.615384615384615,0.5,0.692307692307692,0.664835164835165,0.5,0.401098901098901,0.5,0.5,0,0,0
"57","SiriF",0,0,0.181318681318681,1,1,0.362637362637363,0.708791208791209,0.565934065934066,0.406593406593407,0.5,0.445054945054945,0.510989010989011,0.472527472527472,1,0.434065934065934,0.175824175824176,0.313186813186813,0.43956043956044,0.362637362637363,0.5,0.362637362637363,0.335164835164835,0.615384615384615,0.203296703296703,0.576923076923077,0.357142857142857,0.131868131868132,0.379120879120879,0.296703296703297,0.412087912087912,0.527472527472527,0.5,0.43956043956044,0.494505494505495,0.203296703296703,0.10989010989011,0.445054945054945
"58","AlexaF",0,0,0.774725274725275,0.824175824175824,0.89010989010989,0.241758241758242,0.5,0.318681318681319,0.543956043956044,0.494505494505495,0.423076923076923,0.752747252747253,0.5,0.5,0.538461538461538,0.708791208791209,0.368131868131868,0.346153846153846,0.5,0.5,0.5,0.5,0.576923076923077,0.412087912087912,0.423076923076923,0.5,0.263736263736264,0.521978021978022,0.346153846153846,0.5,0.587912087912088,0.5,0.5,0.423076923076923,0.208791208791209,0.230769230769231,0.225274725274725
"59","SiriM",0.93956043956044,0,0.318681318681319,0.741758241758242,0.269230769230769,0.164835164835165,0.554945054945055,0.417582417582418,0.538461538461538,0.472527472527472,0.450549450549451,0.56043956043956,0.39010989010989,0.516483516483517,0.483516483516484,0.456043956043956,0.340659340659341,0.428571428571429,0.373626373626374,0.483516483516484,0.478021978021978,0.483516483516484,0.549450549450549,0.214285714285714,0.642857142857143,0.43956043956044,0.263736263736264,0.538461538461538,0.472527472527472,0.538461538461538,0.456043956043956,0.521978021978022,0.505494505494505,0.450549450549451,0,0,0
"60","GoogleF",0,0,0.752747252747253,0.802197802197802,0.28021978021978,0.505494505494505,0.78021978021978,0.5,0.587912087912088,0.571428571428571,0.5,0.60989010989011,0.549450549450549,0.401098901098901,0.565934065934066,0.972527472527473,0.412087912087912,0.307692307692308,0.5,0.60989010989011,0.428571428571429,0.5,0.412087912087912,0.648351648351648,0.521978021978022,0.0879120879120879,0.5,0.5,0.648351648351648,0.576923076923077,0.5,0.554945054945055,0.428571428571429,0.5,0.313186813186813,0.450549450549451,0.21978021978022
"62","SiriM",0.906593406593407,0,0.269230769230769,0.763736263736264,0.197802197802198,0.642857142857143,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.197802197802198,0.571428571428571,0.714285714285714,0.637362637362637,0.5,0.5,0.5,0.5,0.5,0.626373626373626,0.774725274725275,0.626373626373626,0.406593406593407,0.5,0.5,0.335164835164835,0.5,0.5,0.5,0.5,0.5,0,0,0
"63","RobotM",1,0,0,1,0.846153846153846,0.478021978021978,0.516483516483517,0.5,1,0.395604395604396,0.505494505494505,0.307692307692308,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.752747252747253,0.5,0.5,0.752747252747253,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.225274725274725,0
"64","AlexaF",0.120879120879121,0,0.21978021978022,0.906593406593407,0.0384615384615385,0.82967032967033,0.5,0.505494505494505,0.5,0.5,0.5,0.5,0.5,0.17032967032967,0.164835164835165,0.467032967032967,0.269230769230769,0.5,0.351648351648352,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.434065934065934,0.461538461538462,0.604395604395604,0.5,0.5,0.5,0.5,0.5,0.362637362637363,0.241758241758242,0
"65","GoogleF",0.252747252747253,0,0.406593406593407,0.769230769230769,0.175824175824176,0.456043956043956,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.258241758241758,0.5,0.5,0.434065934065934,0.5,0.5,0.5,0.5,0.401098901098901,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.554945054945055,0.5,0.5,0.5,0.302197802197802,0.467032967032967,0.335164835164835
"66","SiriF",0.214285714285714,0,0.296703296703297,0.412087912087912,0.631868131868132,0.302197802197802,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.302197802197802,0.5,0.5,0.28021978021978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.587912087912088,0.543956043956044,0.708791208791209,0.5,0.483516483516484,0.5,0,0,0
"67","CortanaF",0,0.516483516483517,0,1,0.774725274725275,0.725274725274725,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.791208791208791,0.626373626373626,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.357142857142857,0.747252747252747,0
"68","SiriF",0,0,0.115384615384615,0.593406593406593,0.725274725274725,0.648351648351648,0.247252747252747,0.5,0.412087912087912,0.5,0.445054945054945,0.346153846153846,0.494505494505495,0.604395604395604,0.554945054945055,0.313186813186813,0.346153846153846,0.357142857142857,0.5,0.197802197802198,0.703296703296703,0.373626373626374,0.615384615384615,0.230769230769231,0.307692307692308,0.302197802197802,0.164835164835165,0.362637362637363,0.642857142857143,0.368131868131868,0.664835164835165,0.659340659340659,0.5,0.516483516483517,0,0.247252747252747,0.379120879120879
"69","RobotM",0.879120879120879,0,0.395604395604396,0.620879120879121,0.00549450549450549,1,0.428571428571429,0.32967032967033,0.274725274725275,0.565934065934066,0.467032967032967,0.736263736263736,0.472527472527472,0,0.318681318681319,0.379120879120879,0.620879120879121,0.554945054945055,0.368131868131868,0.115384615384615,0.527472527472527,0.538461538461538,0.56043956043956,0,0.862637362637363,0.620879120879121,0.527472527472527,0.5,0.269230769230769,0.681318681318681,0.428571428571429,0.489010989010989,0.653846153846154,0.445054945054945,0,0,0
"70","AlexaF",0,0,0.5,0.5,0.5,0.166666666666667,0.703296703296703,0.5,0.5,0.274725274725275,0.307692307692308,0.5,0.43956043956044,0.5,0.934065934065934,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0
"71","CortanaF",0.659340659340659,0.659340659340659,0.417582417582418,0.5,0.5,0.166666666666667,0.175824175824176,0.752747252747253,0.5,0.747252747252747,0.417582417582418,1,0.0659340659340659,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0
"72","GoogleF",0.5,0,0.5,0.554945054945055,0.5,0.166666666666667,0.5,0.714285714285714,0.868131868131868,0.5,0.357142857142857,0.5,0.5,0.5,0.5,0.5,0.637362637362637,0.5,0.434065934065934,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.659340659340659,0.5,0.5,0.5,0.5,0.5,0.450549450549451,0.368131868131868,0.587912087912088
"73","SiriF",0.5,0.225274725274725,0.620879120879121,0.5,0.5,0.166666666666667,0.5,0.5,0.5,0.274725274725275,0.5,0.043956043956044,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0
"74","SiriM",1,0,0.5,0.5,0.5,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.307692307692308,0.5,0,0,0
"75","RobotM",1,0,0.5,0.5,1,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.708791208791209,0.917582417582418,0.5,0.5,0.148351648351648,0.214285714285714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.230769230769231,0.5,0.5,0.5,0.5,0,0,0
"76","RobotM",1,0,0.5,0.5,0.521978021978022,0.335164835164835,0.532967032967033,0.521978021978022,0.357142857142857,0.489010989010989,0.5,0.335164835164835,0.5,0.5,0.593406593406593,0.686813186813187,0.302197802197802,0.521978021978022,0.549450549450549,0.796703296703297,0.494505494505495,0.417582417582418,0.5,0.5,0.5,0.5,0.5,0.5,0.456043956043956,0.417582417582418,0.5,0.56043956043956,0.5,0.554945054945055,0,0,0
"77","RobotM",0.950549450549451,0,0.901098901098901,0.758241758241758,0.291208791208791,0.166666666666667,0.5,0.5,0.692307692307692,0.5,0.582417582417582,0.395604395604396,0.450549450549451,0.450549450549451,0.362637362637363,0.747252747252747,0.5,0.510989010989011,0.604395604395604,0.587912087912088,0.5,0.835164835164835,0.5,0.32967032967033,0.824175824175824,0.60989010989011,0.527472527472527,0.747252747252747,0.318681318681319,0.791208791208791,0.258241758241758,0.159340659340659,0.576923076923077,0.467032967032967,0,0,0
"78","SiriF",0,0,0.318681318681319,0.774725274725275,0.857142857142857,0.703296703296703,0.5,0.214285714285714,0.598901098901099,0.43956043956044,0.5,0.5,0.5,0.934065934065934,0.565934065934066,0.318681318681319,0.461538461538462,0.351648351648352,0.252747252747253,0.428571428571429,0.483516483516484,0.274725274725275,0.642857142857143,0.5,0.274725274725275,0.318681318681319,0.313186813186813,0.5,0.395604395604396,0.357142857142857,0.703296703296703,0.434065934065934,0.5,0.60989010989011,0.675824175824176,0.263736263736264,0
"79","RobotM",1,0,1,0.489010989010989,0.368131868131868,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.516483516483517,0.494505494505495,0.873626373626374,0.532967032967033,0.5,0.637362637362637,0.60989010989011,0.197802197802198,0.67032967032967,0.71978021978022,0.692307692307692,0.708791208791209,0.857142857142857,0.857142857142857,0.626373626373626,0.5,0.5,0.5,0.5,0.60989010989011,0.604395604395604,0,0,0
"80","SiriM",0.835164835164835,0,0.736263736263736,0.741758241758242,0.5,0.241758241758242,0.5,0.472527472527472,0.626373626373626,0.587912087912088,0.505494505494505,0.5,0.461538461538462,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.60989010989011,0.824175824175824,0.697802197802198,0.302197802197802,0.5,0.5,0.5,0.604395604395604,0.412087912087912,0.373626373626374,0.582417582417582,0.478021978021978,0,0,0
"81","GoogleF",0.313186813186813,0.153846153846154,0.17032967032967,0.664835164835165,1,0.467032967032967,0.5,0.5,0.5,0.5,0.5,0.604395604395604,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.71978021978022,0.5,0.5,0.5,0.5,0.5,0.461538461538462,0.5,0.5,0.5,0.5,0.5,0.5,0.126373626373626,0,0.159340659340659
"82","GoogleF",0,0,0.252747252747253,0.5,1,1,0.32967032967033,0.0659340659340659,0.5,0.5,0.5,0.5,0.571428571428571,0.5,0.758241758241758,0.307692307692308,0.43956043956044,0.417582417582418,0.406593406593407,0.5,0.483516483516484,1,0.494505494505495,0.302197802197802,0.373626373626374,0.104395604395604,0.351648351648352,0.494505494505495,0.5,1,0.450549450549451,0.527472527472527,0.5,0.269230769230769,1,1,1
"83","SiriM",1,0.214285714285714,0,1,0,0.346153846153846,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0
"84","SiriF",0,1,0,1,1,0,0.5,1,1,0.593406593406593,0.549450549450549,0.516483516483517,0.450549450549451,0,0,1,1,1,0.0934065934065934,0,0,1,1,0,0.505494505494505,0,0,1,0.412087912087912,1,0,1,0,0,1,1,1
"85","GoogleF",0.445054945054945,1,0.43956043956044,0.56043956043956,0,0.166666666666667,1,0.5,0.648351648351648,0.445054945054945,0.769230769230769,0.324175824175824,1,0.296703296703297,0.807692307692308,0.89010989010989,0.5,0.0494505494505495,0.362637362637363,0.252747252747253,0.197802197802198,0.686813186813187,0.39010989010989,0.126373626373626,0.725274725274725,0.241758241758242,0,1,0.71978021978022,0.681318681318681,0.5,0,0.5,0.758241758241758,0.730769230769231,0.148351648351648,0.620879120879121
"86","RobotM",1,1,0,1,0,0.346153846153846,0.32967032967033,0.0659340659340659,0.5,0.5,0.5,0.5,0.571428571428571,0.5,0.758241758241758,0.307692307692308,0.43956043956044,0.417582417582418,0.406593406593407,0.5,0.483516483516484,1,0.494505494505495,0.302197802197802,0.373626373626374,0.104395604395604,0.351648351648352,0.494505494505495,0.5,1,0.450549450549451,0.527472527472527,0.5,0.269230769230769,1,1,1
"87","CortanaF",0,0.159340659340659,0,1,0.895604395604396,0.675824175824176,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.32967032967033,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0
"88","SiriM",0.5,0.78021978021978,0.818681318681319,0.5,0.5,0.166666666666667,0.5,0.197802197802198,0.21978021978022,0.5,0.5,0.10989010989011,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.879120879120879,0.5,0.5,0.5,0.5,0.5,0.5,0.659340659340659,0.241758241758242,0.5,0.5,0.5,0.692307692307692,0.5,0.5,0,0.467032967032967,0
"89","AlexaF",0,0.285714285714286,0.483516483516484,0.697802197802198,0.813186813186813,0.593406593406593,0.5,0.5,0.5,0.5,0.5,0.5,0.274725274725275,0.884615384615385,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.351648351648352,0.593406593406593,0.274725274725275,0.5,0.5,0.230769230769231,0.32967032967033,0.587912087912088,0.5,0.675824175824176,0.5,0.5,0.5,0.741758241758242,0.126373626373626,0.197802197802198
"90","SiriM",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"91","SiriF",0,0.252747252747253,0.5,0.5,1,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.00549450549450549,0.857142857142857,0.5,0.884615384615385,0.5,0.5,0.175824175824176,0.5,0.412087912087912,0.813186813186813,0.5,0.5,0,0.5,0.0824175824175824,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0
"92","CortanaF",0,0.307692307692308,0.208791208791209,1,0.148351648351648,0.659340659340659,0.868131868131868,0.989010989010989,0.5,0.56043956043956,0.5,0.593406593406593,0.5,0.5,0.5,0.28021978021978,0.703296703296703,0.5,0.5,0.5,0.587912087912088,0.483516483516484,0.5,0.5,0.5,0.5,0.302197802197802,0.318681318681319,0.637362637362637,0.313186813186813,0.39010989010989,0.582417582417582,0.5,0.604395604395604,0.56043956043956,0.521978021978022,0
"93","AlexaF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549450549450549,0,0,0,0
"94","CortanaF",0,0,0.5,1,0.5,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0.5,0.5,0,0.5,1,1,1
"95","SiriF",0,0.043956043956044,0.362637362637363,0.489010989010989,0.17032967032967,0.115384657304366,0.631868173787882,0.5,0.43956048148019,0.5,0.461538503458212,0.5,0.521978063897772,0,0.450549492469201,0.494505536425245,0.565934065934066,0.549450549450549,0.5,0.697802197802198,0.445054945054945,0.5,0.56043956043956,0.412087912087912,0.582417582417582,0.32967032967033,0.434065975985684,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0494505494505495,0.0164835164835165,0.434065934065934
"96","GoogleF",0.5,0.263736263736264,0,0.692307692307692,0.538461538461538,0.637362679282388,0.434065975985684,0.181318723238431,0.445054986974695,0.456043997963706,0.5,0.5494505913703,0.456043997963706,0.510989052908761,0.307692349612058,0.186813228732937,0.489010989010989,0.340659340659341,0.5,0.373626373626374,0.494505494505495,0.5,0.576923076923077,0.236263736263736,0.247252747252747,0.313186813186813,0.258241800161508,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.318681318681319,0.269230769230769,0.406593406593407
"97","RobotM",1,0,0,0.120879120879121,0,0,0.10989015180986,0.675824217743926,0.527472569392278,0.450549492469201,0.43956048148019,0.412087954007662,0.395604437524146,0.587912129831838,0.478022019941728,0.467033008952717,0.521978021978022,0.653846153846154,0.631868131868132,0.950549450549451,0.5,0.445054986974695,0.60989010989011,0.516483516483517,0.626373626373626,0.604395604395604,0.670329712249421,0.5494505913703,0.5,0.5,0.307692349612058,0.417582459502168,0.5,0.5,0,0,0
"98","SiriM",1,0,0.5,0.543956043956044,0.576923076923077,0.648351690271399,0.642857184776893,0.445054986974695,0.428571470491179,0.505494547414256,0.43956048148019,0.543956085875794,0.505494547414256,0.813186771267063,0.467033008952717,0.324175866095574,0.598901098901099,0.428571428571429,0.247252747252747,0.620879120879121,0.214285714285714,0.335164877084585,0.571428571428571,0,0.56043956043956,0.532967032967033,0.615384657304366,0.406593448513157,0.307692349612058,0.620879162798871,0.587912129831838,0.505494547414256,0.494505536425245,0.521978063897772,0,0,0
"99","CortanaF",0,0,0.5,0.620879120879121,0,0,0.236263736263736,0,0.472527514447223,0.653846195765904,0.357142899062607,0.192307692307692,0.203296745216453,0,0.538461580381289,0.395604437524146,0.307692307692308,0.43956043956044,0.478021978021978,0,0.752747252747253,0.335164877084585,0.565934065934066,0.5,0.543956043956044,0.5,0.192307734227442,0.450549492469201,0.137362679282388,0.445054986974695,0.620879162798871,0.532967074886783,0.510989052908761,0.598901140820849,0,0.104395604395604,0.686813186813187
"100","AlexaF",0,0,0.5,0.593406593406593,0.60989010989011,0.291208833128541,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.505494547414256,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.291208791208791,0.434065934065934,0.395604395604396
"101","GoogleF",0.5,0,0.5,0.5,0.5,0.153846153846154,0.362637362637363,0.395604395604396,0.532967032967033,0.406593406593407,0.39010989010989,0.494505494505495,0.395604395604396,0.21978021978022,0.934065934065934,0.39010989010989,0.450549450549451,0.324175824175824,0.39010989010989,0.401098901098901,0.675824175824176,0.5,0.631868131868132,0.307692307692308,0.335164835164835,0.340659340659341,0.5,0.5,0.318681318681319,0.5,0.247252747252747,0.351648351648352,0.510989010989011,0.456043956043956,0,0,0
"102","CortanaF",0.5,0,0.5,0.5,0.5,0.0769230769230769,0.5,0.252747252747253,0.423076923076923,0.5,0.5,0.467032967032967,0.417582417582418,0.373626373626374,0.324175824175824,0.214285714285714,0.5,0.357142857142857,0.527472527472527,0.5,0.67032967032967,0.5,0.697802197802198,0.5,0.0879120879120879,0.406593406593407,0.5,0.5,0.582417582417582,0.5,0.714285714285714,0.587912087912088,0.445054945054945,0.5,0.236263736263736,0.208791208791209,0.384615384615385
"103","RobotM",0.895604395604396,0.115384615384615,0.620879120879121,0.604395604395604,0.17032967032967,0.0714285714285714,0.5,0.494505494505495,0.5,0.5,0.5,0.587912087912088,0.5,0.236263736263736,0.241758241758242,0.912087912087912,0.554945054945055,0.615384615384615,0.5,0.604395604395604,0.274725274725275,0.175824175824176,0.395604395604396,0.835164835164835,0.763736263736264,0.576923076923077,0.494505494505495,0.5,0.318681318681319,0.5,0.5,0.274725274725275,0.659340659340659,0.428571428571429,0,0,0
"104","SiriF",0.5,0,0.5,0.5,0.532967032967033,0.401098901098901,0.5,0.593406593406593,0.576923076923077,0.412087912087912,0.384615384615385,0.5,0.43956043956044,0.467032967032967,0.5,0.818681318681319,0.489010989010989,0.516483516483517,0.395604395604396,0.5,0.412087912087912,0.5,0.664835164835165,0.401098901098901,0.401098901098901,0.417582417582418,0.5,0.5,0.598901098901099,0.648351648351648,0.5,0.5,0.510989010989011,0.571428571428571,0,0.32967032967033,0
"105","AlexaF",0,0,0,0.582417582417582,0.917582417582418,0.166666666666667,0.406593406593407,0.5,0.5,0.510989010989011,0.351648351648352,0.5,0.626373626373626,0.521978021978022,0.598901098901099,0.626373626373626,0.357142857142857,0.565934065934066,0.571428571428571,0.565934065934066,0.681318681318681,0.104395604395604,0.637362637362637,0.186813186813187,0.318681318681319,0.417582417582418,0.313186813186813,0.417582417582418,0.423076923076923,0.236263736263736,0.373626373626374,0.510989010989011,0.565934065934066,0.43956043956044,0.269230769230769,0,0.521978021978022
"106","SiriM",1,0,0.730769230769231,0.516483516483517,0.148351648351648,0.131868131868132,0.648351648351648,0.423076923076923,0.5,0.5,0.576923076923077,0.428571428571429,0.5,0.373626373626374,0.307692307692308,0.840659340659341,0.571428571428571,0.67032967032967,0.565934065934066,0.615384615384615,0.307692307692308,0.368131868131868,0.5,0.752747252747253,0.686813186813187,0.5,0.461538461538462,0.642857142857143,0.582417582417582,0.598901098901099,0.406593406593407,0.5,0.675824175824176,0.538461538461538,0,0,0
